Applicant ID,Business Structure,Country,Location,NAICS,Business Ownership (1),Business Ownership (2),Business Ownership (3),Business Ownership (4),Business Ownership (5),Personal Credit Score,Business Credit Score,Annual Revenue (2 years ago),Annual Revenue (1 year ago),Annual Revenue (latest year),Net Profit Margin,Business Debt (2 years ago),Business Debt (1 year ago),Business Debt (latest year),NOI (2 years ago),NOI (1 year ago),NOI (latest year),DSCR (2 years ago),DSCR (1 year ago),DSCR (latest year),Industry Experience,Managerial Experience,Years in Business,Collateral Availability,Loan Amount,Fast Approval,For Profit,Acquisition Request,Working Capital,Business Expansion,Equipment Purchase or Leasing,Inventory Purchase,Real Estate Acquisition or Improvement,Business Acquisition or Buyout,Refinancing Existing Debt,Emergency Funds,Franchise Financing,Contract Financing,Licensing or Permits,Line of Credit Establishment,Eligibility,Eligibility Score,CatBoost_Prediction,GradientBoosting_Prediction,LightGBM_Prediction,LogisticRegression_Prediction,NeuralNet_Prediction,RandomForest_Prediction,XGBoost_Prediction,Meta_Learner_Prediction
206,LLC,US,"Garden Grove, CA",931260,100,0,0,0,0,830,188,4296000,3365000,2724000,47.47,948631,846021,862000,1470378,693737,1293000,1.55,0.82,1.5,17,15,12,True,700000,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,"['7(a)', '504']",78.50565750970273,1,0,0,0,0,0,1,0
217,S Corporation (S-Corp),US,"Rochester, NY",811111,100,0,0,0,0,721,166,4868000,2789000,1576000,20.64,1008637,1303924,216898,1190191,1708140,325347,1.18,1.31,1.5,4,19,3,True,1075000,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,"['7(a)', '504']",66.9278753309994,1,1,1,0,0,0,1,1
223,LLC,US,"Louisville, KY",921130,53,47,0,0,0,740,164,1472000,776000,334000,90.48,1021545,472595,201460,1317793,775055,302190,1.29,1.64,1.5,7,20,1,True,885000,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,"['7(a)', '504']",43.76982265535399,0,1,1,0,0,1,1,1
232,Sole Proprietorship,US,"Stockton, CA",931240,100,0,0,0,0,787,196,2303000,2791000,518000,90.1,1174205,1473267,266710,1949180,1532197,466742,1.66,1.04,1.75,18,4,2,True,2560000,False,True,False,False,False,True,False,False,True,True,True,True,False,True,False,"['7(a)', '504']",96.14899089634076,0,1,1,0,0,1,1,1
249,Sole Proprietorship,US,"Aurora, CO",931470,100,0,0,0,0,744,178,4695000,1982000,3638000,37.36,1229952,406858,1070061,1771130,724207,1358977,1.44,1.78,1.27,17,0,13,True,1090000,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,"['7(a)', '504']",92.59818996307304,1,1,1,0,0,1,1,1
251,Sole Proprietorship,US,"Hayward, CA",931410,60,40,0,0,0,742,167,4814000,3683000,3929000,69.64,2204985,896485,1900125,1102492,941309,2736180,0.5,1.05,1.44,12,8,13,True,935000,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,"['7(a)', '504']",106.50590180470816,1,1,1,0,0,1,1,1
278,S Corporation (S-Corp),US,"Orlando, FL",931180,55,25,20,0,0,766,160,2005000,3592000,1617000,40.03,834268,3160104,553286,959408,3223306,647344,1.15,1.02,1.17,16,0,7,True,1150000,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,"['7(a)', '504']",118.0242726225488,0,1,1,0,0,1,1,1
282,Partnership,US,"Hampton, VA",931280,100,0,0,0,0,747,164,3519000,2999000,1221000,12.71,589194,2213352,109284,760060,2567488,155183,1.29,1.16,1.42,9,12,3,True,785000,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,"['7(a)', '504']",70.85023660354183,0,1,1,0,0,1,1,1
284,S Corporation (S-Corp),US,"Gilbert, AZ",541110,56,24,20,0,0,753,162,1460000,2311000,760000,69.88,321817,1817068,361285,447325,1889750,531088,1.39,1.04,1.47,19,8,9,True,3180000,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,"['7(a)', '504']",51.41787476890253,0,1,1,0,0,1,1,1
311,Sole Proprietorship,US,"Baltimore, MD",931280,100,0,0,0,0,817,169,3670000,386000,2311000,79.97,2460249,251634,1514878,3099913,294411,1848151,1.26,1.17,1.22,14,8,0,True,590000,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,"['7(a)', '504']",95.8765832145658,1,1,1,0,0,1,1,1
337,LLC,US,"Moreno Valley, CA",453920,100,0,0,0,0,753,162,602000,3215000,3959000,61.73,272572,1146643,1662624,417035,2086890,2444057,1.53,1.82,1.47,0,9,5,True,3730000,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,"['7(a)', '504']",50.64179218136884,1,1,1,0,0,1,1,1
350,S Corporation (S-Corp),US,"Riverside, CA",931380,100,0,0,0,0,730,168,4339000,731000,553000,94.54,605859,107869,358074,593741,155331,522788,0.98,1.44,1.46,11,11,1,True,800000,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,"['7(a)', '504']",113.63996299206453,1,1,1,0,0,1,1,1
386,LLC,US,"Macon, GA",926120,75,25,0,0,0,720,176,522000,605000,742000,99.79,466022,156297,532688,470682,221941,740436,1.01,1.42,1.39,15,19,3,True,575000,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,"['7(a)', '504']",107.3798513290926,1,1,1,0,0,1,1,1
402,Sole Proprietorship,US,"Des Moines, IA",711410,100,0,0,0,0,693,183,3362000,4543000,4413000,81.12,1321358,597415,2958520,1797046,704949,3579809,1.36,1.18,1.21,5,15,14,True,730000,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,"['7(a)', '504']",49.379456706989046,1,1,1,0,0,0,1,1
427,LLC,US,"Mobile, AL",722310,35,23,21,21,0,707,163,4773000,2575000,1434000,79.42,110383,2563430,949016,162263,1896938,1138819,1.47,0.74,1.2,18,10,12,True,3635000,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,"['7(a)', '504']",77.82474389630437,0,1,0,0,0,1,1,0
495,S Corporation (S-Corp),US,"Hollywood, FL",931440,100,0,0,0,0,727,177,1214000,2405000,3747000,91.17,282579,976978,2511913,494513,1690171,3416201,1.75,1.73,1.36,3,4,15,True,505000,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,"['7(a)', '504']",47.422088268646405,1,1,1,0,0,0,1,1
496,S Corporation (S-Corp),US,"Huntsville, AL",445292,65,35,0,0,0,720,181,2391000,1199000,1727000,23.61,1260944,319342,339804,1588789,431111,407764,1.26,1.35,1.2,15,1,9,True,1195000,False,True,False,False,True,False,True,True,True,False,True,True,False,False,True,"['7(a)', '504']",64.7201025118623,0,1,1,0,0,0,1,1
498,S Corporation (S-Corp),US,"Aurora, CO",621310,100,0,0,0,0,703,160,1013000,635000,2537000,25.33,932275,268379,425537,950920,364995,642560,1.02,1.36,1.51,1,2,8,True,995000,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,"['7(a)', '504']",79.05670098366024,1,1,1,0,0,0,1,1
506,LLC,US,"Surprise, AZ",931110,53,47,0,0,0,822,181,1354000,1174000,4379000,68.32,1202856,274925,1791451,1106627,481118,2991723,0.92,1.75,1.67,6,11,1,True,4935000,False,True,True,True,False,False,False,True,False,True,True,False,False,True,True,"['7(a)', '504']",70.13441981882241,1,1,1,0,0,0,1,1
521,LLC,US,"Columbus, GA",923110,100,0,0,0,0,725,190,3355000,3259000,3029000,71.04,54679,1949898,1434500,81471,2632362,2151750,1.49,1.35,1.5,17,19,4,True,590000,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,"['7(a)', '504']",77.93090042835726,1,1,1,0,0,1,1,1
528,LLC,US,"Norfolk, VA",931130,100,0,0,0,0,752,160,3339000,2200000,163000,67.96,2226899,438906,79700,3184465,474018,110782,1.43,1.08,1.39,11,1,5,True,695000,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,"['7(a)', '504']",90.22105567383088,1,1,1,0,0,1,1,1
553,LLC,US,"Hampton, VA",519130,100,0,0,0,0,715,177,1786000,1042000,4306000,5.17,566680,586359,134231,668682,674312,222823,1.18,1.15,1.66,2,18,6,True,795000,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False,"['7(a)', '504']",43.017557955736535,0,1,1,0,0,1,1,1
556,S Corporation (S-Corp),US,"Denver, CO",333112,79,21,0,0,0,695,164,3826000,1257000,2883000,28.73,2199947,733999,673290,2089949,1145038,828146,0.95,1.56,1.23,20,17,7,True,990000,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,"['7(a)', '504']",39.38169440036788,1,1,1,0,0,1,1,1
590,S Corporation (S-Corp),US,"Modesto, CA",921190,64,36,0,0,0,844,181,950000,4671000,1230000,25.64,598650,1347190,170479,736339,2424942,315386,1.23,1.8,1.85,9,20,10,True,785000,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,"['7(a)', '504']",37.80368268932823,1,1,1,0,0,0,1,1
591,Joint Venture,US,"Long Beach, CA",333112,77,23,0,0,0,704,171,1570000,2969000,3671000,90.8,1077432,902090,2330883,1562276,1010340,3333162,1.45,1.12,1.43,13,4,13,True,915000,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,"['7(a)', '504']",85.36058063572038,1,1,1,0,0,1,1,1
610,Sole Proprietorship,US,"Chula Vista, CA",333112,69,31,0,0,0,833,165,3315000,2383000,2483000,34.12,630423,701245,618463,838462,659170,847294,1.33,0.94,1.37,14,9,4,True,620000,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,"['7(a)', '504']",40.60377717167346,1,1,1,0,0,1,1,1
615,LLC,US,"Philadelphia, PA",624120,100,0,0,0,0,731,164,750000,3004000,2650000,82.05,332363,1136123,1797010,305773,1647378,2174382,0.92,1.45,1.21,8,19,8,True,500000,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,"['7(a)', '504']",102.87759567183402,1,0,0,0,0,1,1,0
618,S Corporation (S-Corp),US,"Mesquite, TX",931350,100,0,0,0,0,749,166,949000,2581000,1267000,9.29,690355,779126,101466,697258,1059611,117700,1.01,1.36,1.16,11,12,5,True,755000,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,"['7(a)', '504']",99.79566204850563,1,0,1,0,0,1,1,1
620,Sole Proprietorship,US,"Frisco, TX",931290,100,0,0,0,0,744,165,4119000,2822000,1712000,54.49,3110800,824168,666353,2239776,1211526,932894,0.72,1.47,1.4,16,0,4,True,3470000,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,"['7(a)', '504']",86.75684704635486,1,1,1,0,0,0,1,1
624,Sole Proprietorship,US,"Omaha, NE",811192,100,0,0,0,0,684,171,4844000,4627000,3390000,81.33,4175062,1211896,2042283,2087531,1829962,2757082,0.5,1.51,1.35,11,6,10,False,500000,False,True,True,True,False,True,False,True,True,False,False,False,True,False,True,"['7(a)', '504']",40.13069448753221,1,1,1,0,0,0,1,1
630,LLC,US,"Glendale, CA",444130,100,0,0,0,0,791,167,201000,4926000,3484000,82.68,68873,1033756,2072242,81270,1302532,2880416,1.18,1.26,1.39,20,19,6,True,1645000,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,"['7(a)', '504']",78.18556881941565,1,1,1,0,0,0,1,1
632,S Corporation (S-Corp),US,"Orlando, FL",323111,32,28,20,20,0,725,173,4192000,4315000,644000,74.45,2832240,1106517,261989,4021780,1316755,479439,1.42,1.19,1.83,14,16,14,True,665000,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,"['7(a)', '504']",44.10700970903162,0,1,1,0,0,1,1,1
635,Sole Proprietorship,US,"Cary, NC",924120,100,0,0,0,0,781,184,3035000,2848000,3325000,3.91,1833122,1266702,88333,1869784,1216033,129849,1.02,0.96,1.47,9,12,2,True,815000,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,"['7(a)', '504']",55.78005013783381,0,1,1,0,0,1,1,1
640,S Corporation (S-Corp),US,"Mobile, AL",484110,100,0,0,0,0,681,171,1805000,4536000,2160000,86.73,1219122,2034058,1193190,1487328,2745978,1873308,1.22,1.35,1.57,6,16,0,True,1085000,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,"['7(a)', '504']",93.719144701918,1,1,1,0,0,0,1,1
641,S Corporation (S-Corp),US,"San Jose, CA",312120,56,44,0,0,0,701,195,3734000,828000,339000,89.54,727943,421370,240899,1186547,463507,303532,1.63,1.1,1.26,19,4,2,True,820000,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,"['7(a)', '504']",50.83827697033608,0,1,1,0,0,1,1,1
654,Joint Venture,US,"Port St. Lucie, FL",931140,100,0,0,0,0,735,184,3355000,4038000,4856000,45.76,1364872,300558,1491264,1242033,498926,2221983,0.91,1.66,1.49,2,3,5,True,705000,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,"['7(a)', '504']",70.95246011976103,1,1,0,0,0,1,1,0
683,LLC,US,"Torrance, CA",337110,66,34,0,0,0,831,162,2782000,1824000,217000,42.66,695883,204281,64281,695883,296207,92564,1.0,1.45,1.44,6,12,3,True,1870000,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,"['7(a)', '504']",91.94459604726914,0,1,1,0,0,1,1,1
737,Sole Proprietorship,US,"Tucson, AZ",621330,100,0,0,0,0,728,171,3853000,2272000,1627000,70.5,1601303,171813,868940,2289863,82470,1147000,1.43,0.48,1.32,18,10,4,True,840000,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,"['7(a)', '504']",105.78453729588524,0,1,1,0,0,1,1,1
740,Sole Proprietorship,US,"Chandler, AZ",923110,100,0,0,0,0,684,172,2026000,4434000,4021000,64.09,1347451,3637598,2221667,1859482,3673973,2577133,1.38,1.01,1.16,15,14,2,False,650000,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,"['7(a)', '504']",99.3560822763982,1,1,1,0,0,0,1,1
747,S Corporation (S-Corp),US,"New Orleans, LA",445292,45,35,20,0,0,827,184,2755000,783000,2465000,55.45,3329389,62292,1178263,1464931,67275,1366785,0.44,1.08,1.16,7,10,1,True,965000,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,"['7(a)', '504']",54.87849188669935,0,1,0,0,0,1,1,0
791,LLC,US,"Santa Clarita, CA",722310,77,23,0,0,0,842,175,573000,650000,964000,45.16,370283,108381,348238,314740,138727,435297,0.85,1.28,1.25,9,16,12,True,600000,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,"['7(a)', '504']",86.01609238383918,1,1,1,0,0,1,1,1
797,LLC,US,"Bridgeport, CT",624120,76,24,0,0,0,708,166,4441000,3977000,3470000,79.18,1821692,4721764,1761213,2149596,1888705,2747492,1.18,0.4,1.56,13,18,13,True,1810000,False,True,False,False,True,False,False,False,True,False,True,True,True,False,True,"['7(a)', '504']",52.695517932921256,1,1,1,0,0,1,1,1
801,LLC,US,"Milwaukee, WI",921130,100,0,0,0,0,691,181,3138000,4777000,3919000,13.9,2218797,94044,386420,2551616,137304,544852,1.15,1.46,1.41,8,15,0,True,4800000,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,"['7(a)', '504']",52.317212809027794,1,1,1,0,0,0,1,1
813,LLC,US,"Warren, MI",451110,100,0,0,0,0,739,167,4722000,536000,1964000,7.12,1084078,133947,95119,1235848,168773,139824,1.14,1.26,1.47,18,3,8,False,645000,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,"['7(a)', '504']",102.40454048724536,0,1,1,0,0,1,1,1
834,Sole Proprietorship,US,"Birmingham, AL",921130,80,20,0,0,0,749,191,328000,643000,4041000,51.4,83658,409635,1366520,110428,577585,2077110,1.32,1.41,1.52,18,1,8,True,500000,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,"['7(a)', '504']",110.4758413870902,1,1,1,0,0,0,1,1
835,S Corporation (S-Corp),US,"Seattle, WA",541430,78,22,0,0,0,757,169,3219000,2405000,3372000,84.35,2358903,1534878,2370097,2618382,2102782,2844116,1.11,1.37,1.2,0,10,1,True,675000,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,"['7(a)', '504']",45.86491421884297,1,1,1,0,0,1,1,1
841,S Corporation (S-Corp),US,"Salt Lake City, UT",921130,58,42,0,0,0,704,196,4390000,2114000,1715000,43.64,3694656,333610,562765,4359694,617178,748477,1.18,1.85,1.33,15,13,12,True,980000,False,True,False,False,True,False,True,True,True,False,False,True,False,True,True,"['7(a)', '504']",35.215206833847944,1,1,1,0,0,0,1,1
883,LLC,US,"Los Angeles, CA",515120,59,41,0,0,0,688,165,3603000,4141000,158000,44.26,197259,381365,55500,276162,663575,69930,1.4,1.74,1.26,10,9,1,True,4715000,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,"['7(a)', '504']",61.6038525952819,1,1,1,0,0,0,1,1
898,LLC,US,"Jacksonville, FL",931310,100,0,0,0,0,743,189,4470000,4299000,1425000,42.99,2695261,1002553,344153,3422981,1764493,612592,1.27,1.76,1.78,13,19,6,True,650000,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,"['7(a)', '504']",78.9663013050077,1,1,1,0,0,1,1,1
902,LLC,US,"Little Rock, AR",339950,50,50,0,0,0,786,161,4341000,1404000,305000,25.25,1025433,572004,56624,1486877,743605,77008,1.45,1.3,1.36,12,13,15,False,500000,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,"['7(a)', '504']",91.59982607105404,1,1,1,0,0,1,1,1
913,LLC,US,"Baltimore, MD",812910,100,0,0,0,0,839,185,2377000,3668000,2136000,24.35,736583,1077871,361190,1053313,1013198,520113,1.43,0.94,1.44,6,1,12,True,2310000,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,"['7(a)', '504']",44.382203618354886,1,1,1,0,0,0,1,1
916,Sole Proprietorship,US,"Seattle, WA",931180,100,0,0,0,0,706,182,1210000,4959000,3407000,35.56,408582,907622,791877,649645,953003,1211571,1.59,1.05,1.53,10,19,4,True,745000,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,"['7(a)', '504']",38.805942506389606,1,1,1,0,0,0,1,1
972,LLC,US,"Gainesville, FL",448310,100,0,0,0,0,796,194,1369000,418000,3783000,85.61,386546,95088,2721555,533433,102695,3238650,1.38,1.08,1.19,15,16,15,True,1300000,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,"['7(a)', '504']",51.52128872290815,1,1,1,0,0,1,1,1
988,LLC,US,"Frisco, TX",481211,77,23,0,0,0,803,161,778000,3756000,4450000,72.34,219766,2705919,1927677,254928,3138866,3219220,1.16,1.16,1.67,17,7,11,True,595000,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,"['7(a)', '504']",80.51850958181176,1,1,0,0,0,1,1,0
999,Sole Proprietorship,US,"Salem, OR",621111,66,34,0,0,0,759,189,610000,2201000,350000,68.56,488546,988998,146326,552056,1206577,239974,1.13,1.22,1.64,7,12,10,True,1700000,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,"['7(a)', '504']",86.82620844689566,1,1,1,0,0,1,1,1
1040,S Corporation (S-Corp),US,"Salem, OR",813920,100,0,0,0,0,806,176,2285000,3357000,4958000,3.59,590839,1263292,128120,1181678,1667545,178086,2.0,1.32,1.39,0,13,1,True,2585000,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,"['7(a)', '504']",102.40460195792346,1,1,1,0,0,1,1,1
1059,LLC,US,"Little Rock, AR",931170,100,0,0,0,0,713,172,1523000,1127000,2744000,82.75,507744,632418,1974575,588983,885385,2270761,1.16,1.4,1.15,14,9,2,True,1365000,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,"['7(a)', '504']",115.06173029362908,1,1,1,0,0,0,1,1
1065,S Corporation (S-Corp),US,"Cary, NC",621391,100,0,0,0,0,753,176,1013000,261000,560000,91.33,419877,56645,440885,696995,67407,511426,1.66,1.19,1.16,2,11,0,True,3140000,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,"['7(a)', '504']",53.54564656962823,1,1,1,0,0,1,1,1
1067,LLC,US,"Saint Paul, MN",711320,100,0,0,0,0,713,162,503000,4395000,3611000,56.68,322361,1332250,1562458,319137,2198212,2046819,0.99,1.65,1.31,5,5,13,True,650000,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,"['7(a)', '504']",38.60807673092367,1,1,1,0,0,1,1,1
1083,LLC,US,"Huntington Beach, CA",931540,100,0,0,0,0,806,166,1815000,4663000,3550000,30.74,895369,771695,545552,1092350,771695,1091104,1.22,1.0,2.0,6,11,14,True,540000,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,"['7(a)', '504']",68.92783146870252,1,1,1,0,0,1,1,1
1087,LLC,US,"Riverside, CA",812199,100,0,0,0,0,724,163,1128000,3885000,3755000,48.34,184505,4034963,1418168,243546,3066571,1815255,1.32,0.76,1.28,15,13,10,False,910000,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,"['7(a)', '504']",101.04550146290484,1,0,0,0,0,0,1,0
1095,Sole Proprietorship,US,"Fort Worth, TX",541211,100,0,0,0,0,812,179,2559000,255000,3021000,51.48,1885439,194792,1318058,1923147,245437,1555308,1.02,1.26,1.18,19,15,5,True,945000,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,"['7(a)', '504']",55.32235880931266,1,1,1,0,0,1,1,1
1105,LLC,US,"Knoxville, TN",929110,100,0,0,0,0,727,178,3599000,3239000,1010000,88.26,2123629,1006159,696438,3121734,1227513,891440,1.47,1.22,1.28,16,7,6,True,805000,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,"['7(a)', '504']",42.54772088859089,1,1,1,0,0,1,1,1
1114,LLC,US,"Portland, OR",929110,52,48,0,0,0,786,165,1231000,2041000,1667000,30.0,753973,1912311,277843,965085,1759326,500117,1.28,0.92,1.8,7,2,5,True,690000,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,"['7(a)', '504']",38.5110169515728,1,1,1,0,0,0,1,1
1137,Sole Proprietorship,US,"Palmdale, CA",928120,61,39,0,0,0,819,160,3093000,2398000,2307000,48.86,256471,327410,640427,320588,543500,1127151,1.25,1.66,1.76,19,3,0,True,2435000,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,"['7(a)', '504']",130.0406212819205,0,1,1,0,0,0,1,1
1166,LLC,US,"Wichita, KS",611610,100,0,0,0,0,704,168,836000,381000,1626000,83.11,794619,232482,849967,588018,313850,1351447,0.74,1.35,1.59,19,19,4,True,3385000,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,"['7(a)', '504']",43.793053381496605,1,1,1,0,0,1,1,1
1171,Sole Proprietorship,US,"Dayton, OH",931320,100,0,0,0,0,794,160,1013000,444000,3791000,2.21,475704,162419,62059,675499,214393,83779,1.42,1.32,1.35,11,17,4,True,825000,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,"['7(a)', '504']",59.5727523281412,1,1,1,0,0,1,1,1
1183,S Corporation (S-Corp),US,"Pittsburgh, PA",931510,75,25,0,0,0,707,183,2470000,4281000,4561000,85.64,220613,1699913,3075605,169872,2022896,3906018,0.77,1.19,1.27,15,4,7,True,500000,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,"['7(a)', '504']",84.9948139363251,1,1,1,0,0,1,1,1
1187,S Corporation (S-Corp),US,"Miramar, FL",541330,79,21,0,0,0,790,160,4739000,2814000,950000,56.32,3124411,1869204,300570,4624128,2168276,535014,1.48,1.16,1.78,15,14,3,True,2125000,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True,"['7(a)', '504']",73.13563725007934,1,1,1,0,0,1,1,1
